iteration,time,id,x,y,speed,orientation,cell,group,status,goal_x,goal_y,radius
174,87,ttmkh,4.80745676622306,1.23605274948651,0.52734375,0,6,2,move,6.33333333333333,1.03207106781187,0.25
174,87,rpdha,6.32791444187307,2.93339298502386,1.1865234375,90,5,3,move,6.1595955988548,9.74292893218813,0.25
174,87,qtrki,2.86846507727652,6.93247414478456,0.3955078125,10,27,4,move,8.96792893218814,7,0.25
174,87,puiiq,4.17260449870661,9.47621004095033,0.15625,141.239498218359,0,5,completing goal,3.8404044011452,9.74292893218813,0.25
174,87,tmimg,8.68616446774059,3.74481453223783,0.4,42.166174589566,0,6,completing goal,8.96792893218814,4,0.29
174,87,yyzwu,8.49411733363381,1.33153595949993,0.45,350,30,7,move,8.97732233047034,1.02267766952966,0.29
175,87.5,zeivj,3.80229892794568,6.04913711771643,0.889892578125,227.5,31,0,move,1.03207106781187,4,0.25
175,87.5,owkvn,2.62601866782703,2.10796394166292,2.278125,205,17,1,move,1.02267766952966,1.02267766952966,0.29
175,87.5,ttmkh,5.20296457872306,1.23605274948651,0.791015625,0,6,2,move,6.33333333333333,1.03207106781187,0.25
175,87.5,rpdha,6.32791444187307,3.52665470377386,1.1865234375,90,17,3,move,6.1595955988548,9.74292893218813,0.25
175,87.5,qtrki,3.16509593665152,6.93247414478456,0.59326171875,0,7,4,move,8.96792893218814,7,0.25
175,87.5,puiiq,4.17260449870661,9.47621004095033,0.15625,141.239498218359,0,5,completing goal,3.8404044011452,9.74292893218813,0.25
175,87.5,tmimg,8.68616446774059,3.74481453223783,0.4,135,0,6,move,5,12,0.29
175,87.5,yyzwu,8.49411733363381,1.33153595949993,0.4,-32.5861797468011,0,7,completing goal,8.97732233047034,1.02267766952966,0.29
176,88,zeivj,3.2727994909288,5.6428379095737,1.3348388671875,217.5,7,0,move,1.03207106781187,4,0.25
176,88,owkvn,2.15948598010306,1.78129423689736,1.1390625,215,27,1,move,1.02267766952966,1.02267766952966,0.29
176,88,ttmkh,5.79622629747306,1.23605274948651,1.1865234375,0,6,2,move,6.33333333333333,1.03207106781187,0.25
176,88,rpdha,6.32791444187307,4.11991642252386,1.1865234375,90,17,3,move,6.1595955988548,9.74292893218813,0.25
176,88,qtrki,3.60328249179428,7.00973825703993,0.889892578125,10,5,4,move,8.96792893218814,7,0.25
176,88,puiiq,4.17260449870661,9.47621004095033,0.15625,141.239498218359,0,5,completing goal,3.8404044011452,9.74292893218813,0.25
176,88,tmimg,8.68616446774059,3.74481453223783,0.4,270,0,6,move,3.66666666666667,1.03207106781187,0.29
176,88,yyzwu,8.49411733363381,1.33153595949993,0.4,-32.5861797468011,0,7,completing goal,8.97732233047034,1.02267766952966,0.29
177,88.5,zeivj,2.74330005391191,5.23653870143098,1.3348388671875,217.5,17,0,move,1.03207106781187,4,0.25
177,88.5,owkvn,1.38523006984949,1.42025277657435,1.70859375,205,7,1,move,1.02267766952966,1.02267766952966,0.29
177,88.5,ttmkh,6.09285715684806,1.23605274948651,0.59326171875,0,28,2,move,6.33333333333333,1.03207106781187,0.25
177,88.5,rpdha,6.32791444187307,4.71317814127387,1.1865234375,90,17,3,move,6.1595955988548,9.74292893218813,0.25
177,88.5,qtrki,4.27070192538803,7.00973825703993,1.3348388671875,0,7,4,move,8.96792893218814,7,0.25
177,88.5,puiiq,4.17260449870661,9.47621004095033,0.15625,141.239498218359,0,5,completing goal,3.8404044011452,9.74292893218813,0.25
177,88.5,tmimg,8.40004938251612,3.65460279238655,0.6,197.5,11,6,move,3.66666666666667,1.03207106781187,0.29
177,88.5,yyzwu,8.49411733363381,1.33153595949993,0.4,-32.5861797468011,0,7,completing goal,8.97732233047034,1.02267766952966,0.29
178,89,zeivj,2.15129178604058,4.92835870352296,1.3348388671875,207.5,18,0,move,1.03207106781187,4,0.25
178,89,owkvn,1.38523006984949,1.42025277657435,0.4,-132.361975321153,0,1,completing goal,1.02267766952966,1.02267766952966,0.29
178,89,ttmkh,6.09285715684806,1.23605274948651,0.15625,-40.3059660751713,0,2,completing goal,6.33333333333333,1.03207106781187,0.25
178,89,rpdha,6.32791444187307,5.30643986002387,1.1865234375,90,17,3,move,6.1595955988548,9.74292893218813,0.25
178,89,qtrki,4.93812135898178,7.00973825703993,1.3348388671875,0,17,4,move,8.96792893218814,7,0.25
178,89,puiiq,4.17260449870661,9.47621004095033,0.15625,141.239498218359,0,5,completing goal,3.8404044011452,9.74292893218813,0.25
178,89,tmimg,8.00089450758592,3.44681591643079,0.9,207.5,5,6,move,3.66666666666667,1.03207106781187,0.29
178,89,yyzwu,8.49411733363381,1.33153595949993,0.4,-32.5861797468011,0,7,completing goal,8.97732233047034,1.02267766952966,0.29
179,89.5,zeivj,1.55928351816926,4.62017870561493,1.3348388671875,207.5,17,0,move,1.03207106781187,4,0.25
179,89.5,owkvn,1.38523006984949,1.42025277657435,0.4,-132.361975321153,0,1,completing goal,1.02267766952966,1.02267766952966,0.29
179,89.5,ttmkh,6.09285715684806,1.23605274948651,0.15625,-40.3059660751713,0,2,completing goal,6.33333333333333,1.03207106781187,0.25
179,89.5,rpdha,6.32791444187307,5.60307071939887,0.59326171875,90,28,3,move,6.1595955988548,9.74292893218813,0.25
179,89.5,qtrki,5.27183107577865,7.00973825703993,0.66741943359375,0,28,4,move,8.96792893218814,7,0.25
179,89.5,puiiq,4.17260449870661,9.47621004095033,0.15625,141.239498218359,0,5,completing goal,3.8404044011452,9.74292893218813,0.25
179,89.5,tmimg,7.40216219519062,3.13513560249714,1.35,207.5,6,6,move,3.66666666666667,1.03207106781187,0.29
179,89.5,yyzwu,8.49411733363381,1.33153595949993,0.4,-32.5861797468011,0,7,completing goal,8.97732233047034,1.02267766952966,0.29
180,90,zeivj,1.33383250131509,4.37414209434727,0.66741943359375,227.5,26,0,move,1.03207106781187,4,0.25
180,90,owkvn,1.38523006984949,1.42025277657435,0.4,-132.361975321153,0,1,completing goal,1.02267766952966,1.02267766952966,0.29
180,90,ttmkh,6.09285715684806,1.23605274948651,0.15625,-40.3059660751713,0,2,completing goal,6.33333333333333,1.03207106781187,0.25
180,90,rpdha,6.42936817091133,5.88181254905094,0.59326171875,70,19,3,move,6.1595955988548,9.74292893218813,0.25
180,90,qtrki,5.76479095031426,7.09666038332721,1.00112915039063,10,5,4,move,8.96792893218814,7,0.25
180,90,puiiq,4.17260449870661,9.47621004095033,0.15625,141.239498218359,0,5,completing goal,3.8404044011452,9.74292893218813,0.25
180,90,tmimg,6.50406372659767,2.66761513159667,2.025,207.5,6,6,move,3.66666666666667,1.03207106781187,0.29
180,90,yyzwu,8.49411733363381,1.33153595949993,0.4,-32.5861797468011,0,7,completing goal,8.97732233047034,1.02267766952966,0.29
181,90.5,zeivj,1.33383250131509,4.37414209434727,0.15625,-128.887645443797,0,0,completing goal,1.03207106781187,4,0.25
181,90.5,owkvn,1.38523006984949,1.42025277657435,0.4,-132.361975321153,0,1,completing goal,1.02267766952966,1.02267766952966,0.29
181,90.5,ttmkh,6.09285715684806,1.23605274948651,0.15625,-40.3059660751713,0,2,completing goal,6.33333333333333,1.03207106781187,0.25
181,90.5,rpdha,6.45512287499645,6.02787473409852,0.296630859375,80,27,3,move,6.1595955988548,9.74292893218813,0.25
181,90.5,qtrki,6.41504340784482,7.4720838147237,1.50169372558594,30,4,4,move,8.96792893218814,7,0.25
181,90.5,puiiq,4.17260449870661,9.47621004095033,0.15625,141.239498218359,0,5,completing goal,3.8404044011452,9.74292893218813,0.25
181,90.5,tmimg,5.53842531396509,2.36315050959859,2.025,197.5,18,6,move,3.66666666666667,1.03207106781187,0.29
181,90.5,yyzwu,8.49411733363381,1.33153595949993,0.4,-32.5861797468011,0,7,completing goal,8.97732233047034,1.02267766952966,0.29
182,91,zeivj,1.33383250131509,4.37414209434727,0.15625,-128.887645443797,0,0,completing goal,1.03207106781187,4,0.25
182,91,owkvn,1.38523006984949,1.42025277657435,0.4,-132.361975321153,0,1,completing goal,1.02267766952966,1.02267766952966,0.29
182,91,ttmkh,6.09285715684806,1.23605274948651,0.15625,-40.3059660751713,0,2,completing goal,6.33333333333333,1.03207106781187,0.25
182,91,rpdha,6.45512287499645,6.25034787862977,0.4449462890625,90,5,3,move,6.1595955988548,9.74292893218813,0.25
182,91,qtrki,7.12060866415162,7.21527906309562,1.50169372558594,340,21,4,move,8.96792893218814,7,0.25
182,91,puiiq,4.17260449870661,9.47621004095033,0.15625,141.239498218359,0,5,completing goal,3.8404044011452,9.74292893218813,0.25
182,91,tmimg,4.64032684537214,1.89563003869812,2.025,207.5,16,6,move,3.66666666666667,1.03207106781187,0.29
182,91,yyzwu,8.49411733363381,1.33153595949993,0.4,-32.5861797468011,0,7,completing goal,8.97732233047034,1.02267766952966,0.29
183,91.5,zeivj,1.33383250131509,4.37414209434727,0.15625,-128.887645443797,0,0,completing goal,1.03207106781187,4,0.25
183,91.5,owkvn,1.38523006984949,1.42025277657435,0.4,-132.361975321153,0,1,completing goal,1.02267766952966,1.02267766952966,0.29
183,91.5,ttmkh,6.09285715684806,1.23605274948651,0.15625,-40.3059660751713,0,2,completing goal,6.33333333333333,1.03207106781187,0.25
183,91.5,rpdha,6.39717479080492,6.57898779498684,0.66741943359375,100,5,3,move,6.1595955988548,9.74292893218813,0.25
183,91.5,qtrki,7.86004847595503,7.08489587366469,1.50169372558594,350,16,4,move,8.96792893218814,7,0.25
183,91.5,puiiq,4.17260449870661,9.47621004095033,0.15625,141.239498218359,0,5,completing goal,3.8404044011452,9.74292893218813,0.25
183,91.5,tmimg,4.2386917168497,1.58744456526245,1.0125,217.5,27,6,move,3.66666666666667,1.03207106781187,0.29
183,91.5,yyzwu,8.49411733363381,1.33153595949993,0.4,-32.5861797468011,0,7,completing goal,8.97732233047034,1.02267766952966,0.29
184,92,zeivj,1.33383250131509,4.37414209434727,0.15625,-128.887645443797,0,0,completing goal,1.03207106781187,4,0.25
184,92,owkvn,1.38523006984949,1.42025277657435,0.4,-132.361975321153,0,1,completing goal,1.02267766952966,1.02267766952966,0.29
184,92,ttmkh,6.09285715684806,1.23605274948651,0.15625,-40.3059660751713,0,2,completing goal,6.33333333333333,1.03207106781187,0.25
184,92,rpdha,6.39717479080492,7.07955237018216,1.00112915039063,90,7,3,move,6.1595955988548,9.74292893218813,0.25
184,92,qtrki,8.23547190735152,7.08489587366469,0.750846862792969,0,27,4,move,8.96792893218814,7,0.25
184,92,puiiq,4.17260449870661,9.47621004095033,0.15625,141.239498218359,0,5,completing goal,3.8404044011452,9.74292893218813,0.25
184,92,tmimg,3.51446290737527,1.3590960987639,1.51875,197.5,8,6,move,3.66666666666667,1.03207106781187,0.29
184,92,yyzwu,8.49411733363381,1.33153595949993,0.4,-32.5861797468011,0,7,completing goal,8.97732233047034,1.02267766952966,0.29
185,92.5,zeivj,1.33383250131509,4.37414209434727,0.15625,-128.887645443797,0,0,completing goal,1.03207106781187,4,0.25
185,92.5,owkvn,1.38523006984949,1.42025277657435,0.4,-132.361975321153,0,1,completing goal,1.02267766952966,1.02267766952966,0.29
185,92.5,ttmkh,6.09285715684806,1.23605274948651,0.15625,-40.3059660751713,0,2,completing goal,6.33333333333333,1.03207106781187,0.25
185,92.5,rpdha,6.39717479080492,7.58011694537747,1.00112915039063,90,17,3,move,6.1595955988548,9.74292893218813,0.25
185,92.5,qtrki,8.610895338748,7.08489587366469,0.750846862792969,0,17,4,move,8.96792893218814,7,0.25
185,92.5,puiiq,4.17260449870661,9.47621004095033,0.15625,141.239498218359,0,5,completing goal,3.8404044011452,9.74292893218813,0.25
185,92.5,tmimg,3.51446290737527,1.3590960987639,0.4,-65.0418227328379,0,6,completing goal,3.66666666666667,1.03207106781187,0.29
185,92.5,yyzwu,8.49411733363381,1.33153595949993,0.4,-32.5861797468011,0,7,completing goal,8.97732233047034,1.02267766952966,0.29
186,93,zeivj,1.33383250131509,4.37414209434727,0.15625,-128.887645443797,0,0,completing goal,1.03207106781187,4,0.25
186,93,owkvn,1.38523006984949,1.42025277657435,0.4,-132.361975321153,0,1,completing goal,1.02267766952966,1.02267766952966,0.29
186,93,ttmkh,6.09285715684806,1.23605274948651,0.15625,-40.3059660751713,0,2,completing goal,6.33333333333333,1.03207106781187,0.25
186,93,rpdha,6.39717479080492,8.08068152057278,1.00112915039063,90,17,3,move,6.1595955988548,9.74292893218813,0.25
186,93,qtrki,8.610895338748,7.08489587366469,0.15625,-13.3754683860767,0,4,completing goal,8.96792893218814,7,0.25
186,93,puiiq,4.17260449870661,9.47621004095033,0.15625,141.239498218359,0,5,completing goal,3.8404044011452,9.74292893218813,0.25
186,93,tmimg,3.51446290737527,1.3590960987639,0.4,-65.0418227328379,0,6,completing goal,3.66666666666667,1.03207106781187,0.29
186,93,yyzwu,8.49411733363381,1.33153595949993,0.4,90,0,7,move,5,12,0.29
187,93.5,zeivj,1.33383250131509,4.37414209434727,0.15625,-128.887645443797,0,0,completing goal,1.03207106781187,4,0.25
187,93.5,owkvn,1.38523006984949,1.42025277657435,0.4,-132.361975321153,0,1,completing goal,1.02267766952966,1.02267766952966,0.29
187,93.5,ttmkh,6.09285715684806,1.23605274948651,0.15625,-40.3059660751713,0,2,completing goal,6.33333333333333,1.03207106781187,0.25
187,93.5,rpdha,6.39717479080492,8.83152838336575,1.50169372558594,90,6,3,move,6.1595955988548,9.74292893218813,0.25
187,93.5,qtrki,8.610895338748,7.08489587366469,0.15625,-13.3754683860767,0,4,completing goal,8.96792893218814,7,0.25
187,93.5,puiiq,4.17260449870661,9.47621004095033,0.15625,141.239498218359,0,5,completing goal,3.8404044011452,9.74292893218813,0.25
187,93.5,tmimg,3.51446290737527,1.3590960987639,0.4,-65.0418227328379,0,6,completing goal,3.66666666666667,1.03207106781187,0.29
187,93.5,yyzwu,8.49411733363381,1.33153595949993,0.4,180,0,7,move,1.03207106781187,7,0.29
188,94,zeivj,1.33383250131509,4.37414209434727,0.15625,-128.887645443797,0,0,completing goal,1.03207106781187,4,0.25
188,94,owkvn,1.38523006984949,1.42025277657435,0.4,-132.361975321153,0,1,completing goal,1.02267766952966,1.02267766952966,0.29
188,94,ttmkh,6.09285715684806,1.23605274948651,0.15625,90,0,2,move,5,12,0.25
188,94,rpdha,6.10958375736699,9.07284591345341,0.750846862792969,140,24,3,move,6.1595955988548,9.74292893218813,0.25
188,94,qtrki,8.610895338748,7.08489587366469,0.15625,-13.3754683860767,0,4,completing goal,8.96792893218814,7,0.25
188,94,puiiq,4.17260449870661,9.47621004095033,0.15625,141.239498218359,0,5,completing goal,3.8404044011452,9.74292893218813,0.25
188,94,tmimg,3.51446290737527,1.3590960987639,0.4,-65.0418227328379,0,6,completing goal,3.66666666666667,1.03207106781187,0.29
188,94,yyzwu,8.24109989988995,1.49272584200398,0.6,147.5,9,7,move,1.03207106781187,7,0.29
189,94.5,zeivj,1.33383250131509,4.37414209434727,0.15625,-128.887645443797,0,0,completing goal,1.03207106781187,4,0.25
189,94.5,owkvn,1.38523006984949,1.42025277657435,0.4,-132.361975321153,0,1,completing goal,1.02267766952966,1.02267766952966,0.29
189,94.5,ttmkh,6.09285715684806,1.23605274948651,0.15625,45,0,2,move,8.96792893218814,4,0.25
189,94.5,rpdha,6.10958375736699,9.4482693448499,0.750846862792969,90,21,3,move,6.1595955988548,9.74292893218813,0.25
189,94.5,qtrki,8.610895338748,7.08489587366469,0.15625,-13.3754683860767,0,4,completing goal,8.96792893218814,7,0.25
189,94.5,puiiq,4.17260449870661,9.47621004095033,0.15625,90,0,5,move,5,12,0.25
189,94.5,tmimg,3.51446290737527,1.3590960987639,0.4,-65.0418227328379,0,6,completing goal,3.66666666666667,1.03207106781187,0.29
189,94.5,yyzwu,7.86157374927415,1.73451066576005,0.9,147.5,6,7,move,1.03207106781187,7,0.29
190,95,zeivj,1.33383250131509,4.37414209434727,0.15625,-128.887645443797,0,0,completing goal,1.03207106781187,4,0.25
190,95,owkvn,1.38523006984949,1.42025277657435,0.4,-132.361975321153,0,1,completing goal,1.02267766952966,1.02267766952966,0.29
190,95,ttmkh,6.17572123276836,1.31891682540681,0.234375,45,6,2,move,8.96792893218814,4,0.25
190,95,rpdha,6.10958375736699,9.4482693448499,0.15625,80.3671287166308,0,3,completing goal,6.1595955988548,9.74292893218813,0.25
190,95,qtrki,8.610895338748,7.08489587366469,0.15625,-13.3754683860767,0,4,completing goal,8.96792893218814,7,0.25
190,95,puiiq,4.17260449870661,9.47621004095033,0.15625,270,0,5,move,6.33333333333333,1.03207106781187,0.25
190,95,tmimg,3.51446290737527,1.3590960987639,0.4,-65.0418227328379,0,6,completing goal,3.66666666666667,1.03207106781187,0.29
190,95,yyzwu,7.29228452335045,2.09718790139415,1.35,147.5,6,7,move,1.03207106781187,7,0.29
191,95.5,zeivj,1.33383250131509,4.37414209434727,0.15625,-128.887645443797,0,0,completing goal,1.03207106781187,4,0.25
191,95.5,owkvn,1.38523006984949,1.42025277657435,0.4,90,0,1,move,5,12,0.29
191,95.5,ttmkh,6.1604008873635,1.49402917468075,0.3515625,95,2,2,move,8.96792893218814,4,0.25
191,95.5,rpdha,6.10958375736699,9.4482693448499,0.15625,80.3671287166308,0,3,completing goal,6.1595955988548,9.74292893218813,0.25
191,95.5,qtrki,8.610895338748,7.08489587366469,0.15625,-13.3754683860767,0,4,completing goal,8.96792893218814,7,0.25
191,95.5,puiiq,4.19295389452696,9.36080288239421,0.234375,280,5,5,move,6.33333333333333,1.03207106781187,0.25
191,95.5,tmimg,3.51446290737527,1.3590960987639,0.4,-65.0418227328379,0,6,completing goal,3.66666666666667,1.03207106781187,0.29
191,95.5,yyzwu,6.4383506844649,2.64120375484531,2.025,147.5,6,7,move,1.03207106781187,7,0.29
192,96,zeivj,1.33383250131509,4.37414209434727,0.15625,-128.887645443797,0,0,completing goal,1.03207106781187,4,0.25
192,96,owkvn,1.38523006984949,1.42025277657435,0.4,90,0,1,move,3.8404044011452,9.74292893218813,0.29
192,96,ttmkh,6.40400193597488,1.59493203282389,0.52734375,22.5,11,2,move,8.96792893218814,4,0.25
192,96,rpdha,6.10958375736699,9.4482693448499,0.15625,80.3671287166308,0,3,completing goal,6.1595955988548,9.74292893218813,0.25
192,96,qtrki,8.610895338748,7.08489587366469,0.15625,-13.3754683860767,0,4,completing goal,8.96792893218814,7,0.25
192,96,puiiq,4.22347798825747,9.18769214456003,0.3515625,280,6,5,move,6.33333333333333,1.03207106781187,0.25
192,96,tmimg,3.51446290737527,1.3590960987639,0.4,-65.0418227328379,0,6,completing goal,3.66666666666667,1.03207106781187,0.29
192,96,yyzwu,5.58441684557936,3.18521960829647,2.025,147.5,17,7,move,1.03207106781187,7,0.29
193,96.5,zeivj,1.33383250131509,4.37414209434727,0.15625,90,0,0,move,5,12,0.25
193,96.5,owkvn,1.48783611284719,1.70216056281013,0.6,70,8,1,move,3.8404044011452,9.74292893218813,0.29
193,96.5,ttmkh,6.73756984178954,1.80743822557824,0.791015625,32.5,5,2,move,8.96792893218814,4,0.25
193,96.5,rpdha,6.10958375736699,9.4482693448499,0.15625,80.3671287166308,0,3,completing goal,6.1595955988548,9.74292893218813,0.25
193,96.5,qtrki,8.610895338748,7.08489587366469,0.15625,-13.3754683860767,0,4,completing goal,8.96792893218814,7,0.25
193,96.5,puiiq,4.31365908073592,8.93992162931375,0.52734375,290,5,5,move,6.33333333333333,1.03207106781187,0.25
193,96.5,tmimg,3.51446290737527,1.3590960987639,0.4,-65.0418227328379,0,6,completing goal,3.66666666666667,1.03207106781187,0.29
193,96.5,yyzwu,4.59591713837042,3.4043647174088,2.025,167.5,15,7,move,1.03207106781187,7,0.29
194,97,zeivj,1.33383250131509,4.37414209434727,0.15625,45,0,0,move,8.97732233047034,1.02267766952966,0.25
194,97,owkvn,1.64174517734374,2.12502224216378,0.9,70,6,1,move,3.8404044011452,9.74292893218813,0.29
194,97,ttmkh,7.23792170051154,2.12619751470978,1.1865234375,32.5,6,2,move,8.96792893218814,4,0.25
194,97,rpdha,6.10958375736699,9.4482693448499,0.15625,80.3671287166308,0,3,completing goal,6.1595955988548,9.74292893218813,0.25
194,97,qtrki,8.610895338748,7.08489587366469,0.15625,-13.3754683860767,0,4,completing goal,8.96792893218814,7,0.25
194,97,puiiq,4.38233829162958,8.55042246918685,0.791015625,280,7,5,move,6.33333333333333,1.03207106781187,0.25
194,97,tmimg,3.51446290737527,1.3590960987639,0.4,-65.0418227328379,0,6,completing goal,3.66666666666667,1.03207106781187,0.29
194,97,yyzwu,3.74198329948488,3.94838057085996,2.025,147.5,19,7,move,1.03207106781187,7,0.29
195,97.5,zeivj,1.43777908332816,4.32003092873379,0.234375,332.5,11,0,move,8.97732233047034,1.02267766952966,0.25
195,97.5,owkvn,1.75895769726892,2.78976747544702,1.35,80,5,1,move,3.8404044011452,9.74292893218813,0.29
195,97.5,ttmkh,7.73827355923354,2.44495680384132,1.1865234375,32.5,17,2,move,8.96792893218814,4,0.25
195,97.5,rpdha,6.10958375736699,9.4482693448499,0.15625,80.3671287166308,0,3,completing goal,6.1595955988548,9.74292893218813,0.25
195,97.5,qtrki,8.610895338748,7.08489587366469,0.15625,-13.3754683860767,0,4,completing goal,8.96792893218814,7,0.25
195,97.5,puiiq,4.48535710797006,7.9661737289965,1.1865234375,280,6,5,move,6.33333333333333,1.03207106781187,0.25
195,97.5,tmimg,3.51446290737527,1.3590960987639,0.4,-65.0418227328379,0,6,completing goal,3.66666666666667,1.03207106781187,0.29
195,97.5,yyzwu,2.88804946059933,4.49239642431112,2.025,147.5,17,7,move,1.03207106781187,7,0.29
196,98,zeivj,1.48426463061085,4.28436131375281,0.15625,322.5,29,0,move,8.97732233047034,1.02267766952966,0.25
196,98,owkvn,2.21498108740949,3.28742967779386,1.35,47.5,20,1,move,3.8404044011452,9.74292893218813,0.29
196,98,ttmkh,8.17567197926494,2.84575861158206,1.1865234375,42.5,16,2,move,8.96792893218814,4,0.25
196,98,rpdha,6.10958375736699,9.4482693448499,0.15625,80.3671287166308,0,3,completing goal,6.1595955988548,9.74292893218813,0.25
196,98,qtrki,8.610895338748,7.08489587366469,0.15625,180,0,4,move,5,12,0.25
196,98,puiiq,4.68826456604657,7.40869006969236,1.1865234375,290,16,5,move,6.33333333333333,1.03207106781187,0.25
196,98,tmimg,3.51446290737527,1.3590960987639,0.4,-65.0418227328379,0,6,completing goal,3.66666666666667,1.03207106781187,0.29
196,98,yyzwu,2.271678513728,5.295666681356,2.025,127.5,19,7,move,1.03207106781187,7,0.29
197,98.5,zeivj,1.51065487309584,4.25556141778366,0.15625,312.5,29,0,move,8.97732233047034,1.02267766952966,0.25
197,98.5,owkvn,2.75899694086065,4.14136351667941,2.025,57.5,5,1,move,3.8404044011452,9.74292893218813,0.29
197,98.5,ttmkh,8.61307039929634,3.24656041932279,1.1865234375,42.5,17,2,move,8.96792893218814,4,0.25
197,98.5,rpdha,6.10958375736699,9.4482693448499,0.15625,80.3671287166308,0,3,completing goal,6.1595955988548,9.74292893218813,0.25
197,98.5,qtrki,8.610895338748,7.08489587366469,0.15625,225,0,4,move,1.03207106781187,4,0.25
197,98.5,puiiq,4.89117202412308,6.85120641038822,1.1865234375,290,17,5,move,6.33333333333333,1.03207106781187,0.25
197,98.5,tmimg,3.51446290737527,1.3590960987639,0.4,135,0,6,move,5,12,0.29
197,98.5,yyzwu,1.84471159428523,5.56767460808158,1.0125,147.5,26,7,move,1.03207106781187,7,0.29
198,99,zeivj,1.61460145510891,4.20145025217018,0.234375,332.5,4,0,move,8.97732233047034,1.02267766952966,0.25
198,99,owkvn,2.97814204997298,5.12986322388834,2.025,77.5,15,1,move,3.8404044011452,9.74292893218813,0.29
198,99,ttmkh,8.75003928725546,3.50967520504338,0.59326171875,62.5,26,2,move,8.96792893218814,4,0.25
198,99,rpdha,6.10958375736699,9.4482693448499,0.15625,80.3671287166308,0,3,completing goal,6.1595955988548,9.74292893218813,0.25
198,99,qtrki,8.50468739495464,7.03537029611695,0.234375,205,8,4,move,1.03207106781187,4,0.25
198,99,puiiq,4.99419084046357,6.26695767019787,1.1865234375,280,18,5,move,6.33333333333333,1.03207106781187,0.25
198,99,tmimg,3.51446290737527,1.3590960987639,0.4,225,0,6,move,1.02267766952966,1.02267766952966,0.29
198,99,yyzwu,1.84471159428523,5.56767460808158,1.0125,135,26,7,move,1.03207106781187,7,0.29
199,99.5,zeivj,1.77052132812852,4.12028350374996,0.3515625,332.5,6,0,move,8.97732233047034,1.02267766952966,0.25
199,99.5,owkvn,3.19728715908531,6.11836293109727,2.025,77.5,17,1,move,3.8404044011452,9.74292893218813,0.29
199,99.5,ttmkh,8.7112596629494,3.95292833914304,0.889892578125,95,3,2,move,8.96792893218814,4,0.25
199,99.5,rpdha,6.10958375736699,9.4482693448499,0.15625,80.3671287166308,0,3,completing goal,6.1595955988548,9.74292893218813,0.25
199,99.5,qtrki,8.36069582466947,6.93454631316462,0.3515625,215,5,4,move,1.03207106781187,4,0.25
199,99.5,puiiq,4.99419084046357,5.67369595144787,1.1865234375,270,18,5,move,6.33333333333333,1.03207106781187,0.25
199,99.5,tmimg,3.22157410523929,1.29416421458247,0.6,192.5,9,6,move,1.02267766952966,1.02267766952966,0.29
199,99.5,yyzwu,1.52378585177588,6.25590208386253,1.51875,115,8,7,move,1.03207106781187,7,0.29
200,100,zeivj,2.02198966475159,4.0409958417713,0.52734375,342.5,5,0,move,8.97732233047034,1.02267766952966,0.25
200,100,owkvn,3.41643226819763,7.1068626383062,2.025,77.5,17,1,move,3.8404044011452,9.74292893218813,0.29
200,100,ttmkh,8.7112596629494,3.95292833914304,0.15625,10.3922329791239,0,2,completing goal,8.96792893218814,4,0.25
200,100,rpdha,6.10958375736699,9.4482693448499,0.15625,80.3671287166308,0,3,completing goal,6.1595955988548,9.74292893218813,0.25
200,100,qtrki,8.10600835094091,6.86630301025673,0.52734375,195,8,4,move,1.03207106781187,4,0.25
200,100,puiiq,5.09720965680406,5.08944721125752,1.1865234375,280,16,5,move,6.33333333333333,1.03207106781187,0.25
200,100,tmimg,2.77542391762107,1.35290100108149,0.9,172.5,8,6,move,1.02267766952966,1.02267766952966,0.29
200,100,yyzwu,1.30600604859884,6.56692387567851,0.759375,125,27,7,move,1.03207106781187,7,0.29
201,100.5,zeivj,2.39919216968619,3.9220643488033,0.791015625,342.5,6,0,move,8.97732233047034,1.02267766952966,0.25
201,100.5,owkvn,3.63557737730996,8.09536234551513,2.025,77.5,17,1,move,3.8404044011452,9.74292893218813,0.29
201,100.5,ttmkh,8.7112596629494,3.95292833914304,0.15625,10.3922329791239,0,2,completing goal,8.96792893218814,4,0.25
201,100.5,rpdha,6.10958375736699,9.4482693448499,0.15625,80.3671287166308,0,3,completing goal,6.1595955988548,9.74292893218813,0.25
201,100.5,qtrki,7.72397714034806,6.76393805589489,0.791015625,195,6,4,move,1.03207106781187,4,0.25
201,100.5,puiiq,5.39384051617906,4.57566749172721,1.1865234375,300,15,5,move,6.33333333333333,1.03207106781187,0.25
201,100.5,tmimg,2.10106636805332,1.32345791460989,1.35,182.5,5,6,move,1.02267766952966,1.02267766952966,0.29
201,100.5,yyzwu,1.30600604859884,6.56692387567851,0.4,122.31470738647,0,7,completing goal,1.03207106781187,7,0.29
202,101,zeivj,2.92542174112737,3.64812657288506,1.1865234375,332.5,7,0,move,8.97732233047034,1.02267766952966,0.25
202,101,owkvn,3.85472248642229,9.08386205272407,2.025,77.5,17,1,move,3.8404044011452,9.74292893218813,0.29
202,101,ttmkh,8.7112596629494,3.95292833914304,0.15625,10.3922329791239,0,2,completing goal,8.96792893218814,4,0.25
202,101,rpdha,6.10958375736699,9.4482693448499,0.15625,80.3671287166308,0,3,completing goal,6.1595955988548,9.74292893218813,0.25
